id;route_long_name;stop_id;stop_name;stop_lon;stop_lat;operatorname;shortname;bookingrules;mode;pointgeo;nom_commune;code_insee
IDFM:C01742;A;IDFM:monomodalStopPlace:43234;Le Parc de Saint-Maur;2.486623744135692;48.8054097518155;SNCF;A;;RapidTransit;48.8054097518155, 2.486623744135692;Saint-Maur-des-Fossés;94068
IDFM:C01742;A;IDFM:monomodalStopPlace:44801;Saint-Maur - Créteil;2.4729094308778183;48.80619648110731;SNCF;A;;RapidTransit;48.80619648110731, 2.4729094308778183;Saint-Maur-des-Fossés;94068
IDFM:C01742;A;IDFM:monomodalStopPlace:47915;Achères Grand Cormier;2.0936529195192275;48.95541092942684;SNCF;A;;RapidTransit;48.95541092942684, 2.0936529195192275;Saint-Germain-en-Laye;78551
IDFM:C01742;A;IDFM:monomodalStopPlace:43082;Houilles - Carrières-sur-Seine;2.1851757042018707;48.92034757911033;SNCF;A;;RapidTransit;48.92034757911033, 2.1851757042018707;Houilles;78311
IDFM:C01742;A;IDFM:monomodalStopPlace:43191;Sartrouville;2.1572200388507317;48.93769529363442;SNCF;A;;RapidTransit;48.93769529363442, 2.1572200388507317;Sartrouville;78586
IDFM:C01742;A;IDFM:monomodalStopPlace:46647;Achères Ville;2.0777265246565433;48.970643570814424;SNCF;A;;RapidTransit;48.970643570814424, 2.0777265246565433;Achères;78005
IDFM:C01742;A;IDFM:monomodalStopPlace:47897;Cergy Saint-Christophe;2.0345219282999176;49.049642166828754;SNCF;A;;RapidTransit;49.049642166828754, 2.0345219282999176;Cergy;95127
IDFM:C01743;B;IDFM:monomodalStopPlace:473364;Aéroport Charles de Gaulle 2 (Terminal 2);2.5709800477570233;49.0041455478504;SNCF;B;;RapidTransit;49.0041455478504, 2.5709800477570233;Tremblay-en-France;93073
IDFM:C01743;B;IDFM:monomodalStopPlace:43122;Drancy;2.454883180745302;48.932732553959134;SNCF;B;;RapidTransit;48.932732553959134, 2.454883180745302;Drancy;93029
IDFM:C01743;B;IDFM:monomodalStopPlace:43231;Le Bourget;2.425825637815098;48.930744340383264;SNCF;B;;RapidTransit;48.930744340383264, 2.425825637815098;Le Bourget;93013
